Acronym,RGB Triplet,RGB Triplet,red,green,blue,Hexidecimal,Graph ID,Graph Order,ID,ID16,Name,Structure ID Path,Structure ID Path16,Parent ID,Parent ID16,Source,,,
MePD,"[234,180,66]","234,180,66",234,180,66,EAB442,17,344,15899,15899,"medial amygdala, posterodorsal part",/15564/15565/15566/15567/15738/15739/15750/15751/15867/15893/15895/15898/15899/,/15564/15565/15566/15567/15738/15739/15750/15751/15867/15893/15895/15898/15899/,15898,15898,Allen,,,
MePV,"[234,180,66]","234,180,66",234,180,66,EAB442,17,345,15900,15900,"medial amygdala, posteroventral part",/15564/15565/15566/15567/15738/15739/15750/15751/15867/15893/15895/15898/15900/,/15564/15565/15566/15567/15738/15739/15750/15751/15867/15893/15895/15898/15900/,15898,15898,Allen,,,
MeAD,"[234,180,66]","234,180,66",234,180,66,EAB442,17,346,15901,15901,"medial amygdala, anterodorsal part",/15564/15565/15566/15567/15738/15739/15750/15751/15867/15893/15895/15898/15901/,/15564/15565/15566/15567/15738/15739/15750/15751/15867/15893/15895/15898/15901/,15898,15898,Allen,,,
MeAV,"[234,180,66]","234,180,66",234,180,66,EAB442,17,347,15902,15902,"medial amygdala, anteroventral part",/15564/15565/15566/15567/15738/15739/15750/15751/15867/15893/15895/15898/15902/,/15564/15565/15566/15567/15738/15739/15750/15751/15867/15893/15895/15898/15902/,15898,15898,Allen,,,
APall,"[222,85,72]","222,85,72",222,85,72,DE5548,,2733,18051,18051,pallial amygdala,/15564/15565/15566/15567/15738/15739/15750/15903/18051,/15564/15565/15566/15567/15738/15739/15750/15903/18051,15903,15903,DevCCFv003,Concentric Ring Theory,,
VAP,"[218,67,53]","218,67,53",218,67,53,DA4335,17,387,15940,15940,ventropallial amygdalopiriform area,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15940/,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15940/,15904,18051,Allen,Concentric Ring Theory,,
LAP,"[231,110,62]","231,110,62",231,110,62,E76E3E,17,436,15989,15989,lateropallial amygdalopiriform area,/15564/15565/15566/15567/15738/15739/15750/15903/15956/15989/,/15564/15565/15566/15567/15738/15739/15750/15903/15956/15989/,15956,18051,Allen,Concentric Ring Theory,,
OB,"[218,67,53]","218,67,53",218,67,53,DA4335,17,352,15905,15905,"olfactory bulb, principal part",/15564/15565/15566/15567/15738/15739/15750/15903/15904/15905/,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15905/,15904,15904,Allen,Concentric Ring Theory,,
AOV,"[218,67,53]","218,67,53",218,67,53,DA4335,17,364,15917,15917,"anterior olfactory area, ventral part",/15564/15565/15566/15567/15738/15739/15750/15903/15904/15917/,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15917/,15904,15904,Allen,Concentric Ring Theory,,
VPrP,"[218,67,53]","218,67,53",218,67,53,DA4335,17,375,15928,15928,ventropallial prepiriform area,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15928/,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15928/,15904,15904,Allen,,,
OBv,"[218,67,53]","218,67,53",218,67,53,DA4335,17,353,15906,15906,ventricular zone of OB,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15905/15906/,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15905/15906/,15905,15905,Allen,,,
OBm,"[222,85,72]","222,85,72",222,85,72,DE5548,17,354,15907,15907,mantle zone of OB,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15905/15907/,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15905/15907/,15905,15905,Allen,,,
OBp,"[222,85,72]","222,85,72",222,85,72,DE5548,17,355,15908,15908,periventricular stratum of OB,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15905/15907/15908/,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15905/15907/15908/,15907,15907,Allen,,,
OBi,"[222,85,72]","222,85,72",222,85,72,DE5548,17,358,15911,15911,intermediate stratum of OB,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15905/15907/15911/,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15905/15907/15911/,15907,15907,Allen,,,
OBs,"[222,85,72]","222,85,72",222,85,72,DE5548,17,361,15914,15914,superficial stratum of OB,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15905/15907/15914/,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15905/15907/15914/,15907,15907,Allen,,,
OB-Gr,"[185,57,45]","185,57,45",185,57,45,B9392D,17,356,15909,15909,OB granular layer,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15905/15907/15908/15909/,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15905/15907/15908/15909/,15908,15908,Allen,,,
OB-Ipl,"[222,85,72]","222,85,72",222,85,72,DE5548,17,357,15910,15910,OB inner plexiform layer,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15905/15907/15908/15910/,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15905/15907/15908/15910/,15908,15908,Allen,,,
OB-Mtr,"[196,60,48]","196,60,48",196,60,48,C43C30,17,359,15912,15912,OB mitral cell layer,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15905/15907/15911/15912/,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15905/15907/15911/15912/,15911,15911,Allen,,,
OB-Opl,"[222,85,72]","222,85,72",222,85,72,DE5548,17,360,15913,15913,OB outer plexiform layer,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15905/15907/15911/15913/,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15905/15907/15911/15913/,15911,15911,Allen,,,
OB-Glom,"[218,67,53]","218,67,53",218,67,53,DA4335,17,362,15915,15915,OB glomerular layer,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15905/15907/15914/15915/,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15905/15907/15914/15915/,15914,15914,Allen,,,
OB-OF,"[222,85,72]","222,85,72",222,85,72,DE5548,17,363,15916,15916,OB olfactory fiber layer,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15905/15907/15914/15916/,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15905/15907/15914/15916/,15914,15914,Allen,,,
AOVv,"[218,67,53]","218,67,53",218,67,53,DA4335,17,365,15918,15918,ventricular zone of AOV,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15917/15918/,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15917/15918/,15917,15917,Allen,,,
AOVm,"[222,85,72]","222,85,72",222,85,72,DE5548,17,366,15919,15919,mantle zone of AOV,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15917/15919/,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15917/15919/,15917,15917,Allen,,,
AOVp,"[222,85,72]","222,85,72",222,85,72,DE5548,17,367,15920,15920,periventricular stratum of AOV,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15917/15919/15920/,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15917/15919/15920/,15919,15919,Allen,,,
AOVi,"[222,85,72]","222,85,72",222,85,72,DE5548,17,368,15921,15921,intermediate stratum of AOV,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15917/15919/15921/,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15917/15919/15921/,15919,15919,Allen,,,
AOVs,"[222,85,72]","222,85,72",222,85,72,DE5548,17,369,15922,15922,superficial stratum of AOV,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15917/15919/15922/,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15917/15919/15922/,15919,15919,Allen,,,
AOV1,"[222,85,72]","222,85,72",222,85,72,DE5548,17,370,15923,15923,layer 1 of AOV cortex,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15917/15919/15922/15923/,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15917/15919/15922/15923/,15922,15922,Allen,,,
AOV2,"[196,60,48]","196,60,48",196,60,48,C43C30,17,371,15924,15924,layer 2 of AOV cortex,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15917/15919/15922/15924/,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15917/15919/15922/15924/,15922,15922,Allen,,,
AOV3,"[222,85,72]","222,85,72",222,85,72,DE5548,17,372,15925,15925,layer 3 of AOV cortex,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15917/15919/15922/15925/,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15917/15919/15922/15925/,15922,15922,Allen,,,
AOVE,"[222,85,72]","222,85,72",222,85,72,DE5548,17,373,15926,15926,external part of AOV,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15917/15919/15922/15926/,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15917/15919/15922/15926/,15922,15922,Allen,,,
Nv,"[222,85,72]","222,85,72",222,85,72,DE5548,17,374,15927,15927,navicular nucleus,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15917/15919/15922/15927/,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15917/15919/15922/15927/,15922,15922,Allen,,,
VPrPv,"[218,67,53]","218,67,53",218,67,53,DA4335,17,376,15929,15929,ventricular zone of VPrP,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15928/15929/,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15928/15929/,15928,15928,Allen,,,
VPrPm,"[222,85,72]","222,85,72",222,85,72,DE5548,17,377,15930,15930,mantle zone of VPrP,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15928/15930/,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15928/15930/,15928,15928,Allen,,,
VPrPp,"[222,85,72]","222,85,72",222,85,72,DE5548,17,378,15931,15931,periventricular stratum of VPrP,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15928/15930/15931/,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15928/15930/15931/,15930,15930,Allen,,,
VPrPi,"[222,85,72]","222,85,72",222,85,72,DE5548,17,379,15932,15932,intermediate stratum of VPrP,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15928/15930/15932/,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15928/15930/15932/,15930,15930,Allen,,,
VPrPs,"[222,85,72]","222,85,72",222,85,72,DE5548,17,383,15936,15936,superficial stratum of VPrP,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15928/15930/15936/,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15928/15930/15936/,15930,15930,Allen,,,
BEC,"[222,85,72]","222,85,72",222,85,72,DE5548,17,380,15933,15933,bed nucleus of the external capsule,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15928/15930/15932/15933/,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15928/15930/15932/15933/,15932,15932,Allen,,,
DEn,"[222,85,72]","222,85,72",222,85,72,DE5548,17,381,15934,15934,dorsal endopiriform nucleus,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15928/15930/15932/15934/,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15928/15930/15932/15934/,15932,15932,Allen,,,
VEn,"[222,85,72]","222,85,72",222,85,72,DE5548,17,382,15935,15935,ventral endopiriform nucleus,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15928/15930/15932/15935/,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15928/15930/15932/15935/,15932,15932,Allen,,,
VPrP1,"[222,85,72]","222,85,72",222,85,72,DE5548,17,384,15937,15937,layer 1 of VPrP cortex,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15928/15930/15936/15937/,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15928/15930/15936/15937/,15936,15936,Allen,,,
VPrP2,"[196,60,48]","196,60,48",196,60,48,C43C30,17,385,15938,15938,layer 2 of VPrP cortex,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15928/15930/15936/15938/,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15928/15930/15936/15938/,15936,15936,Allen,,,
VPrP3,"[222,85,72]","222,85,72",222,85,72,DE5548,17,386,15939,15939,layer 3 of VPrP cortex,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15928/15930/15936/15939/,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15928/15930/15936/15939/,15936,15936,Allen,,,
VAPv,"[218,67,53]","218,67,53",218,67,53,DA4335,17,388,15941,15941,ventricular zone of the VAP,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15940/15941/,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15940/15941/,15940,15940,Allen,,,
VAPm,"[222,85,72]","222,85,72",222,85,72,DE5548,17,389,15942,15942,mantle zone of VAP,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15940/15942/,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15940/15942/,15940,15940,Allen,,,
VAPp,"[222,85,72]","222,85,72",222,85,72,DE5548,17,390,15943,15943,periventricular stratum of the VAP,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15940/15942/15943/,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15940/15942/15943/,15942,15942,Allen,,,
VAPi,"[222,85,72]","222,85,72",222,85,72,DE5548,17,393,15946,15946,intermediate stratum of the VAP,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15940/15942/15946/,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15940/15942/15946/,15942,15942,Allen,,,
VAPs,"[222,85,72]","222,85,72",222,85,72,DE5548,17,396,15949,15949,superficial stratum of the VAP,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15940/15942/15949/,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15940/15942/15949/,15942,15942,Allen,,,
La,"[222,85,72]","222,85,72",222,85,72,DE5548,17,391,15944,15944,lateral amygdaloid nucleus,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15940/15942/15943/15944/,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15940/15942/15943/15944/,15943,15943,Allen,,,
AHi,"[222,85,72]","222,85,72",222,85,72,DE5548,17,392,15945,15945,amygdalohippocampal area,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15940/15942/15943/15945/,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15940/15942/15943/15945/,15943,15943,Allen,,,
BMA,"[222,85,72]","222,85,72",222,85,72,DE5548,17,394,15947,15947,"basomedial amygdaloid nucleus, anterior part",/15564/15565/15566/15567/15738/15739/15750/15903/15904/15940/15942/15946/15947/,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15940/15942/15946/15947/,15946,15946,Allen,,,
BMP,"[222,85,72]","222,85,72",222,85,72,DE5548,17,395,15948,15948,"basomedial amygdaloid nucleus, posterior part",/15564/15565/15566/15567/15738/15739/15750/15903/15904/15940/15942/15946/15948/,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15940/15942/15946/15948/,15946,15946,Allen,,,
PMCo,"[222,85,72]","222,85,72",222,85,72,DE5548,17,397,15950,15950,posteromedial cortical amygdaloid area,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15940/15942/15949/15950/,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15940/15942/15949/15950/,15949,15949,Allen,,,
LOT,"[222,85,72]","222,85,72",222,85,72,DE5548,17,398,15951,15951,nucleus of the lateral olfactory tract,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15940/15942/15949/15951/,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15940/15942/15949/15951/,15949,15949,Allen,,,
NAOT,"[222,85,72]","222,85,72",222,85,72,DE5548,17,402,15955,15955,nucleus of the accessory olfactory tract,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15940/15942/15949/15955/,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15940/15942/15949/15955/,15949,15949,Allen,,,
LOT3,"[222,85,72]","222,85,72",222,85,72,DE5548,17,399,15952,15952,layer 3 of LOT,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15940/15942/15949/15951/15952/,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15940/15942/15949/15951/15952/,15951,15951,Allen,,,
LOT2,"[222,85,72]","222,85,72",222,85,72,DE5548,17,400,15953,15953,layer 2 of LOT,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15940/15942/15949/15951/15953/,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15940/15942/15949/15951/15953/,15951,15951,Allen,,,
LOT1,"[222,85,72]","222,85,72",222,85,72,DE5548,17,401,15954,15954,layer 1 of LOT,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15940/15942/15949/15951/15954/,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15940/15942/15949/15951/15954/,15951,15951,Allen,,,
AOB,"[231,110,62]","231,110,62",231,110,62,E76E3E,17,404,15957,15957,accessory olfactory bulb,/15564/15565/15566/15567/15738/15739/15750/15903/15956/15957/,/15564/15565/15566/15567/15738/15739/15750/15903/15956/15957/,15956,15956,Allen,,,
AOD,"[231,110,62]","231,110,62",231,110,62,E76E3E,17,416,15969,15969,"anterior olfactory area, dorsal part",/15564/15565/15566/15567/15738/15739/15750/15903/15956/15969/,/15564/15565/15566/15567/15738/15739/15750/15903/15956/15969/,15956,15956,Allen,,,
LPrP,"[231,110,62]","231,110,62",231,110,62,E76E3E,17,426,15979,15979,lateropallial prepiriform area,/15564/15565/15566/15567/15738/15739/15750/15903/15956/15979/,/15564/15565/15566/15567/15738/15739/15750/15903/15956/15979/,15956,15956,Allen,,,
AOBv,"[231,110,62]","231,110,62",231,110,62,E76E3E,17,405,15958,15958,ventricular zone of AOB,/15564/15565/15566/15567/15738/15739/15750/15903/15956/15957/15958/,/15564/15565/15566/15567/15738/15739/15750/15903/15956/15957/15958/,15957,15957,Allen,,,
AOBm,"[243,116,65]","243,116,65",243,116,65,F37441,17,406,15959,15959,mantle zone of AOB,/15564/15565/15566/15567/15738/15739/15750/15903/15956/15957/15959/,/15564/15565/15566/15567/15738/15739/15750/15903/15956/15957/15959/,15957,15957,Allen,,,
AOBp,"[243,116,65]","243,116,65",243,116,65,F37441,17,407,15960,15960,periventricular stratum of AOB,/15564/15565/15566/15567/15738/15739/15750/15903/15956/15957/15959/15960/,/15564/15565/15566/15567/15738/15739/15750/15903/15956/15957/15959/15960/,15959,15959,Allen,,,
AOBi,"[243,116,65]","243,116,65",243,116,65,F37441,17,410,15963,15963,intermediate stratum of AOB,/15564/15565/15566/15567/15738/15739/15750/15903/15956/15957/15959/15963/,/15564/15565/15566/15567/15738/15739/15750/15903/15956/15957/15959/15963/,15959,15959,Allen,,,
AOBs,"[243,116,65]","243,116,65",243,116,65,F37441,17,413,15966,15966,superficial stratum of AOB,/15564/15565/15566/15567/15738/15739/15750/15903/15956/15957/15959/15966/,/15564/15565/15566/15567/15738/15739/15750/15903/15956/15957/15959/15966/,15959,15959,Allen,,,
AGr,"[219,104,59]","219,104,59",219,104,59,DB683B,17,408,15961,15961,"AOB, granular layer",/15564/15565/15566/15567/15738/15739/15750/15903/15956/15957/15959/15960/15961/,/15564/15565/15566/15567/15738/15739/15750/15903/15956/15957/15959/15960/15961/,15960,15960,Allen,,,
AIPl,"[243,116,65]","243,116,65",243,116,65,F37441,17,409,15962,15962,"AOB, internal plexiform layer",/15564/15565/15566/15567/15738/15739/15750/15903/15956/15957/15959/15960/15962/,/15564/15565/15566/15567/15738/15739/15750/15903/15956/15957/15959/15960/15962/,15960,15960,Allen,,,
AMtr,"[243,116,65]","243,116,65",243,116,65,F37441,17,411,15964,15964,"AOB, mitral cell layer",/15564/15565/15566/15567/15738/15739/15750/15903/15956/15957/15959/15963/15964/,/15564/15565/15566/15567/15738/15739/15750/15903/15956/15957/15959/15963/15964/,15963,15963,Allen,,,
AOPl,"[243,116,65]","243,116,65",243,116,65,F37441,17,412,15965,15965,"AOB, outer plexiform layer",/15564/15565/15566/15567/15738/15739/15750/15903/15956/15957/15959/15963/15965/,/15564/15565/15566/15567/15738/15739/15750/15903/15956/15957/15959/15963/15965/,15963,15963,Allen,,,
AGlom,"[243,116,65]","243,116,65",243,116,65,F37441,17,414,15967,15967,"AOB, glomerular layer",/15564/15565/15566/15567/15738/15739/15750/15903/15956/15957/15959/15966/15967/,/15564/15565/15566/15567/15738/15739/15750/15903/15956/15957/15959/15966/15967/,15966,15966,Allen,,,
AOF,"[243,116,65]","243,116,65",243,116,65,F37441,17,415,15968,15968,"AOB, fiber layer",/15564/15565/15566/15567/15738/15739/15750/15903/15956/15957/15959/15966/15968/,/15564/15565/15566/15567/15738/15739/15750/15903/15956/15957/15959/15966/15968/,15966,15966,Allen,,,
AODv,"[231,110,62]","231,110,62",231,110,62,E76E3E,17,417,15970,15970,ventricular zone of AOD,/15564/15565/15566/15567/15738/15739/15750/15903/15956/15969/15970/,/15564/15565/15566/15567/15738/15739/15750/15903/15956/15969/15970/,15969,15969,Allen,,,
